system:index,vs,.geo
372_0,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0,266.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0,219.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,286.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0,304.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,282.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,315.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,184.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,253.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,239.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,145.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,318.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,304.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,258.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,272.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,324.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,234.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,229.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,243.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,232.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,206.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,241.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,266.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,219.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,171.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,291.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,309.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,254.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,322.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,295.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,234.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,248.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,197.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,227.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,249.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,168.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,241.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,143.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,313.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,305.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,223.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,169.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,198.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,214.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,152.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,283.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,320.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,274.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,188.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,169.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,144.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,211.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,236.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,256.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,227.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,235.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,229.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,306.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,305.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,248.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,214.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,288.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,236.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,320.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,208.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,288.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,207.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,167.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,174.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,186.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,267.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,261.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,321.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,172.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,310.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,225.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,127.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,272.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,186.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,213.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,221.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,244.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,217.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,302.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,297.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,211.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,299.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,300.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,240.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0,340.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,226.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,219.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,239.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,325.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,222.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0,265.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,247.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,256.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,285.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,323.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0,216.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0,171.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0,195.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,316.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,311.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0,329.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0,262.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,210.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,323.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,219.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0,291.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,283.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,296.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0,235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0,230.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,216.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0,228.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0,215.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,239.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0,209.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,233.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,278.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,292.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0,185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,299.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,247.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0,226.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0,138.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0,221.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,205.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,324.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,228.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,311.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,230.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0,290.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
515_0,305.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0,321.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0,285.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0,277.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0,264.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_0,168.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0,264.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_0,248.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_0,220.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0,287.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_0,300.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0,130.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_0,283.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0,244.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_0,233.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_0,282.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_0,188.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0,198.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0,224.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0,242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0,136.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_0,298.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_0,218.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_0,324.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
539_0,234.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
540_0,243.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
541_0,237.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
542_0,297.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
543_0,220.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
544_0,130.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
545_0,163.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
546_0,216.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
547_0,210.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
548_0,312.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
549_0,298.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
550_0,225.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
551_0,252.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
552_0,297.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
553_0,209.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
554_0,210.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
555_0,278.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
556_0,327.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,221.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
558_0,297.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
559_0,237.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
560_0,231.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
561_0,297.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,285.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
563_0,324.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
565_0,311.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,233.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
567_0,159.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
568_0,317.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,296.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
570_0,139.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
571_0,242.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,263.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
573_0,188.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
574_0,183.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
575_0,306.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
576_0,227.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
577_0,272.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
578_0,165.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
579_0,318.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
580_0,236.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
581_0,196.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
582_0,297.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
583_0,285.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
584_0,293.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
585_0,205.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
586_0,190.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
587_0,222.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
588_0,298.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
589_0,293.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
590_0,214.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
591_0,214.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
592_0,169.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
593_0,217.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
594_0,263.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
595_0,288.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
596_0,308.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
597_0,316.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
598_0,251.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
599_0,302.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
600_0,213.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
601_0,248.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
602_0,223.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
603_0,183.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
604_0,241.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
605_0,282.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
606_0,259.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
607_0,214.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
608_0,309.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
609_0,233.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
610_0,298.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
611_0,272.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
612_0,274.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
613_0,165.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
614_0,298.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
615_0,260.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
616_0,284.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
617_0,279.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
618_0,261.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
619_0,295.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
620_0,173.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
621_0,318.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
622_0,280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
623_0,288.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
624_0,255.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
625_0,294.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
626_0,156.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
627_0,194.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
628_0,285.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
629_0,206.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
630_0,218.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
631_0,229.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
632_0,265.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
633_0,191.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
634_0,238.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
635_0,293.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
636_0,317.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
637_0,326.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
638_0,148.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
639_0,306.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
640_0,245.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
641_0,272.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
642_0,223.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
643_0,290.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
644_0,188.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
645_0,239.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
646_0,256.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
647_0,252.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
648_0,311.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
649_0,217.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
650_0,208.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
651_0,155.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
652_0,302.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
653_0,181.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
654_0,212.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
655_0,314.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
656_0,212.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
657_0,253.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
658_0,164.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
659_0,297.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
660_0,181.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
661_0,142.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
662_0,318.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
663_0,275.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
664_0,216.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
665_0,261.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
666_0,146.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
667_0,200.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
668_0,199.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
669_0,235.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
670_0,162.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
671_0,195.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
672_0,259.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
673_0,307.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
674_0,179.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
675_0,170.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
676_0,287.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
677_0,250.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
678_0,270.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
679_0,240.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
680_0,194.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
681_0,216.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
682_0,179.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
683_0,319.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
684_0,151.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
685_0,308.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
686_0,225.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
687_0,260.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
688_0,298.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
689_0,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
690_0,211.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
691_0,303.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
692_0,188.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
693_0,255.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
694_0,302.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
695_0,289.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
696_0,303.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
697_0,298.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
698_0,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
699_0,308.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
700_0,236.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
701_0,272.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
702_0,233.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
703_0,172.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
704_0,278.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
705_0,325.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
706_0,197.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
707_0,216.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
708_0,301.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
709_0,276.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
710_0,319.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
711_0,276.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
712_0,285.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
713_0,286.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
714_0,311.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
715_0,278.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
716_0,199.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
717_0,277.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
718_0,296.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
719_0,206.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
720_0,298.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
721_0,306.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
722_0,272.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
723_0,294.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
724_0,196.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
725_0,271.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
726_0,177.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
727_0,277.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
728_0,254.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
729_0,316.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
730_0,291.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
731_0,264.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
732_0,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
733_0,161.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
734_0,238.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
735_0,298.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
736_0,144.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
737_0,239.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
738_0,282.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
739_0,208.66666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
740_0,210.33333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
741_0,320.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
742_0,248.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
