system:index,Npp,.geo
382_0,0.4888,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,0.4036,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,0.2346,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,0.34040000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,0.4393,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,0.4183,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,0.2831,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,0.3922,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,0.3002,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,0.5073,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,0.4343,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,0.5125000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,0.5113,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,0.4394,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,0.44210000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,0.32730000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,0.2858,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,0.38930000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,0.1698,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,0.17980000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,0.5455,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,0.2434,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,0.1978,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,0.23220000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,0.3638,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,0.5066,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,0.37260000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,0.3789,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,0.19590000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,0.5832,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,0.40800000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,0.6243000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,0.2426,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,0.30060000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,0.4423,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,0.42310000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,0.4033,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,0.4761,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,0.5730000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,0.5615,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,0.1426,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,0.25420000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,0.3871,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,0.8261000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,0.6935,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,0.5461,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,0.47540000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,0.40990000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,0.2185,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,0.3276,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,0.5885,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,0.2993,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,0.18080000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,0.3906,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,0.42100000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,0.5772,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,0.2587,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,0.3633,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,0.1686,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,0.46840000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,0.34940000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,0.44220000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,0.8172,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,0.4126,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,0.4022,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,0.6631,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,0.2644,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,0.2866,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,0.32430000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,0.2782,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,0.7627,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,0.44420000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,0.44270000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,0.5897,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,0.796,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,0.36510000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,0.4102,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,0.49470000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,0.5464,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,0.41250000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,0.4405,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,0.1762,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,0.5364,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,0.2209,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,0.3418,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,0.2766,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,0.28250000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,0.2837,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0,0.4234,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,0.3138,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,0.3738,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,0.1525,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,0.1553,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0,0.3335,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0,0.3997,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0,0.28300000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,0.24930000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,0.2215,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0,0.22870000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0,0.47900000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,0.5781000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,0.21480000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,0.4234,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0,0.1749,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,0.3133,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,0.0839,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0,0.5439,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0,0.3249,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,0.28350000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0,0.32430000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0,0.3602,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,0.42060000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0,0.30460000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,0.31930000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,0.3658,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,0.1358,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0,0.5777,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,0.38370000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,0.34800000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0,0.6081,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0,0.5784,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0,0.2136,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,0.2934,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,0.1957,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,0.2394,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,0.1956,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,0.3992,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0,0.48610000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0,0.11800000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0,0.46990000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0,0.3478,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0,0.2446,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_0,0.5387000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0,0.2892,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_0,0.47400000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_0,0.323,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0,0.2028,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_0,0.0771,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0,0.46030000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_0,0.3814,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0,0.3342,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_0,0.3907,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_0,0.3714,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0,0.4229,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0,0.3622,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0,0.2384,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0,0.44670000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_0,0.43660000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_0,0.8186,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_0,0.2366,"{""type"":""MultiPoint"",""coordinates"":[]}"
539_0,0.39480000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
540_0,0.4471,"{""type"":""MultiPoint"",""coordinates"":[]}"
541_0,0.4741,"{""type"":""MultiPoint"",""coordinates"":[]}"
542_0,0.4208,"{""type"":""MultiPoint"",""coordinates"":[]}"
543_0,0.3562,"{""type"":""MultiPoint"",""coordinates"":[]}"
544_0,0.4446,"{""type"":""MultiPoint"",""coordinates"":[]}"
545_0,0.39640000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
546_0,0.37120000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
547_0,0.3043,"{""type"":""MultiPoint"",""coordinates"":[]}"
548_0,0.2526,"{""type"":""MultiPoint"",""coordinates"":[]}"
549_0,0.3534,"{""type"":""MultiPoint"",""coordinates"":[]}"
550_0,0.2851,"{""type"":""MultiPoint"",""coordinates"":[]}"
551_0,0.25170000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
552_0,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
553_0,0.3299,"{""type"":""MultiPoint"",""coordinates"":[]}"
554_0,0.5249,"{""type"":""MultiPoint"",""coordinates"":[]}"
555_0,0.6923,"{""type"":""MultiPoint"",""coordinates"":[]}"
556_0,0.259,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,0.7344,"{""type"":""MultiPoint"",""coordinates"":[]}"
558_0,0.3114,"{""type"":""MultiPoint"",""coordinates"":[]}"
559_0,0.791,"{""type"":""MultiPoint"",""coordinates"":[]}"
560_0,0.5062,"{""type"":""MultiPoint"",""coordinates"":[]}"
561_0,0.20350000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,0.42200000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
563_0,0.1447,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,0.3759,"{""type"":""MultiPoint"",""coordinates"":[]}"
565_0,0.14500000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,0.5757,"{""type"":""MultiPoint"",""coordinates"":[]}"
567_0,0.5815,"{""type"":""MultiPoint"",""coordinates"":[]}"
568_0,0.19140000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,0.3966,"{""type"":""MultiPoint"",""coordinates"":[]}"
570_0,0.645,"{""type"":""MultiPoint"",""coordinates"":[]}"
571_0,0.4978,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,0.4325,"{""type"":""MultiPoint"",""coordinates"":[]}"
573_0,0.5011,"{""type"":""MultiPoint"",""coordinates"":[]}"
574_0,0.5822,"{""type"":""MultiPoint"",""coordinates"":[]}"
575_0,0.3845,"{""type"":""MultiPoint"",""coordinates"":[]}"
576_0,0.8653000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
577_0,0.2131,"{""type"":""MultiPoint"",""coordinates"":[]}"
578_0,0.4778,"{""type"":""MultiPoint"",""coordinates"":[]}"
579_0,0.2114,"{""type"":""MultiPoint"",""coordinates"":[]}"
580_0,0.5171,"{""type"":""MultiPoint"",""coordinates"":[]}"
581_0,0.4116,"{""type"":""MultiPoint"",""coordinates"":[]}"
582_0,0.35650000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
583_0,0.3699,"{""type"":""MultiPoint"",""coordinates"":[]}"
584_0,0.3745,"{""type"":""MultiPoint"",""coordinates"":[]}"
585_0,0.29600000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
586_0,0.4703,"{""type"":""MultiPoint"",""coordinates"":[]}"
587_0,0.2757,"{""type"":""MultiPoint"",""coordinates"":[]}"
588_0,0.3058,"{""type"":""MultiPoint"",""coordinates"":[]}"
589_0,0.4096,"{""type"":""MultiPoint"",""coordinates"":[]}"
590_0,0.5351,"{""type"":""MultiPoint"",""coordinates"":[]}"
591_0,0.2617,"{""type"":""MultiPoint"",""coordinates"":[]}"
592_0,0.6077,"{""type"":""MultiPoint"",""coordinates"":[]}"
593_0,0.2721,"{""type"":""MultiPoint"",""coordinates"":[]}"
594_0,0.2535,"{""type"":""MultiPoint"",""coordinates"":[]}"
595_0,0.4127,"{""type"":""MultiPoint"",""coordinates"":[]}"
596_0,0.2944,"{""type"":""MultiPoint"",""coordinates"":[]}"
597_0,0.2452,"{""type"":""MultiPoint"",""coordinates"":[]}"
598_0,0.225,"{""type"":""MultiPoint"",""coordinates"":[]}"
599_0,0.19740000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
600_0,0.2636,"{""type"":""MultiPoint"",""coordinates"":[]}"
601_0,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
602_0,0.40390000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
603_0,0.8009000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
604_0,0.4078,"{""type"":""MultiPoint"",""coordinates"":[]}"
605_0,0.1014,"{""type"":""MultiPoint"",""coordinates"":[]}"
606_0,0.22190000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
607_0,0.3718,"{""type"":""MultiPoint"",""coordinates"":[]}"
608_0,0.21960000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
609_0,0.49570000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
610_0,0.1456,"{""type"":""MultiPoint"",""coordinates"":[]}"
611_0,0.40750000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
612_0,0.28950000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
613_0,0.6224000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
614_0,0.5563,"{""type"":""MultiPoint"",""coordinates"":[]}"
615_0,0.2795,"{""type"":""MultiPoint"",""coordinates"":[]}"
616_0,0.1521,"{""type"":""MultiPoint"",""coordinates"":[]}"
617_0,0.11670000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
618_0,0.2406,"{""type"":""MultiPoint"",""coordinates"":[]}"
619_0,0.5666,"{""type"":""MultiPoint"",""coordinates"":[]}"
620_0,0.47900000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
621_0,0.20120000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
622_0,0.2649,"{""type"":""MultiPoint"",""coordinates"":[]}"
623_0,0.2752,"{""type"":""MultiPoint"",""coordinates"":[]}"
624_0,0.2466,"{""type"":""MultiPoint"",""coordinates"":[]}"
626_0,0.5766,"{""type"":""MultiPoint"",""coordinates"":[]}"
627_0,0.4441,"{""type"":""MultiPoint"",""coordinates"":[]}"
628_0,0.1797,"{""type"":""MultiPoint"",""coordinates"":[]}"
629_0,0.5664,"{""type"":""MultiPoint"",""coordinates"":[]}"
630_0,0.3544,"{""type"":""MultiPoint"",""coordinates"":[]}"
631_0,0.43060000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
632_0,0.3386,"{""type"":""MultiPoint"",""coordinates"":[]}"
633_0,0.3885,"{""type"":""MultiPoint"",""coordinates"":[]}"
634_0,0.3286,"{""type"":""MultiPoint"",""coordinates"":[]}"
635_0,0.3457,"{""type"":""MultiPoint"",""coordinates"":[]}"
636_0,0.1943,"{""type"":""MultiPoint"",""coordinates"":[]}"
637_0,0.23140000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
638_0,0.6212,"{""type"":""MultiPoint"",""coordinates"":[]}"
639_0,0.16340000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
640_0,0.5347000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
641_0,0.3934,"{""type"":""MultiPoint"",""coordinates"":[]}"
642_0,0.4939,"{""type"":""MultiPoint"",""coordinates"":[]}"
644_0,0.4817,"{""type"":""MultiPoint"",""coordinates"":[]}"
645_0,0.25070000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
646_0,0.2278,"{""type"":""MultiPoint"",""coordinates"":[]}"
647_0,0.3195,"{""type"":""MultiPoint"",""coordinates"":[]}"
648_0,0.1042,"{""type"":""MultiPoint"",""coordinates"":[]}"
649_0,0.4369,"{""type"":""MultiPoint"",""coordinates"":[]}"
650_0,0.37820000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
651_0,0.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
652_0,0.4267,"{""type"":""MultiPoint"",""coordinates"":[]}"
653_0,0.4051,"{""type"":""MultiPoint"",""coordinates"":[]}"
654_0,0.39640000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
655_0,0.2102,"{""type"":""MultiPoint"",""coordinates"":[]}"
656_0,0.742,"{""type"":""MultiPoint"",""coordinates"":[]}"
657_0,0.40240000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
658_0,0.5642,"{""type"":""MultiPoint"",""coordinates"":[]}"
659_0,0.2409,"{""type"":""MultiPoint"",""coordinates"":[]}"
660_0,0.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
661_0,0.5297000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
662_0,0.1832,"{""type"":""MultiPoint"",""coordinates"":[]}"
663_0,0.2861,"{""type"":""MultiPoint"",""coordinates"":[]}"
664_0,0.3084,"{""type"":""MultiPoint"",""coordinates"":[]}"
665_0,0.5065000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
666_0,0.5246000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
667_0,0.7266,"{""type"":""MultiPoint"",""coordinates"":[]}"
668_0,0.40940000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
669_0,0.5595,"{""type"":""MultiPoint"",""coordinates"":[]}"
670_0,0.6039,"{""type"":""MultiPoint"",""coordinates"":[]}"
671_0,0.4546,"{""type"":""MultiPoint"",""coordinates"":[]}"
672_0,0.34590000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
673_0,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
674_0,0.5038,"{""type"":""MultiPoint"",""coordinates"":[]}"
675_0,0.7672,"{""type"":""MultiPoint"",""coordinates"":[]}"
676_0,0.29700000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
678_0,0.44870000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
679_0,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
681_0,0.4786,"{""type"":""MultiPoint"",""coordinates"":[]}"
682_0,0.5782,"{""type"":""MultiPoint"",""coordinates"":[]}"
683_0,0.2192,"{""type"":""MultiPoint"",""coordinates"":[]}"
684_0,0.6288,"{""type"":""MultiPoint"",""coordinates"":[]}"
685_0,0.33530000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
686_0,0.5311,"{""type"":""MultiPoint"",""coordinates"":[]}"
687_0,0.2733,"{""type"":""MultiPoint"",""coordinates"":[]}"
688_0,0.1052,"{""type"":""MultiPoint"",""coordinates"":[]}"
689_0,0.5858,"{""type"":""MultiPoint"",""coordinates"":[]}"
690_0,0.4042,"{""type"":""MultiPoint"",""coordinates"":[]}"
691_0,0.2132,"{""type"":""MultiPoint"",""coordinates"":[]}"
692_0,0.49500000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
693_0,0.5118,"{""type"":""MultiPoint"",""coordinates"":[]}"
694_0,0.1143,"{""type"":""MultiPoint"",""coordinates"":[]}"
695_0,0.1772,"{""type"":""MultiPoint"",""coordinates"":[]}"
696_0,0.30010000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
697_0,0.24930000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
698_0,0.4892,"{""type"":""MultiPoint"",""coordinates"":[]}"
699_0,0.2262,"{""type"":""MultiPoint"",""coordinates"":[]}"
700_0,0.2747,"{""type"":""MultiPoint"",""coordinates"":[]}"
701_0,0.232,"{""type"":""MultiPoint"",""coordinates"":[]}"
702_0,0.248,"{""type"":""MultiPoint"",""coordinates"":[]}"
704_0,0.21930000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
705_0,0.19260000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
706_0,0.47290000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
707_0,0.31420000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
708_0,0.47150000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
709_0,0.1463,"{""type"":""MultiPoint"",""coordinates"":[]}"
710_0,0.1705,"{""type"":""MultiPoint"",""coordinates"":[]}"
711_0,0.44110000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
712_0,0.4404,"{""type"":""MultiPoint"",""coordinates"":[]}"
713_0,0.3991,"{""type"":""MultiPoint"",""coordinates"":[]}"
714_0,0.26080000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
715_0,0.4843,"{""type"":""MultiPoint"",""coordinates"":[]}"
716_0,0.5191,"{""type"":""MultiPoint"",""coordinates"":[]}"
717_0,0.4354,"{""type"":""MultiPoint"",""coordinates"":[]}"
718_0,0.2954,"{""type"":""MultiPoint"",""coordinates"":[]}"
719_0,0.5827,"{""type"":""MultiPoint"",""coordinates"":[]}"
720_0,0.20320000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
721_0,0.2751,"{""type"":""MultiPoint"",""coordinates"":[]}"
722_0,0.7154,"{""type"":""MultiPoint"",""coordinates"":[]}"
723_0,0.3235,"{""type"":""MultiPoint"",""coordinates"":[]}"
724_0,0.4587,"{""type"":""MultiPoint"",""coordinates"":[]}"
725_0,0.2718,"{""type"":""MultiPoint"",""coordinates"":[]}"
726_0,0.3729,"{""type"":""MultiPoint"",""coordinates"":[]}"
727_0,0.2748,"{""type"":""MultiPoint"",""coordinates"":[]}"
728_0,0.2733,"{""type"":""MultiPoint"",""coordinates"":[]}"
729_0,0.2868,"{""type"":""MultiPoint"",""coordinates"":[]}"
730_0,0.4098,"{""type"":""MultiPoint"",""coordinates"":[]}"
731_0,0.7169,"{""type"":""MultiPoint"",""coordinates"":[]}"
732_0,0.3678,"{""type"":""MultiPoint"",""coordinates"":[]}"
733_0,0.5066,"{""type"":""MultiPoint"",""coordinates"":[]}"
734_0,0.49400000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
735_0,0.3733,"{""type"":""MultiPoint"",""coordinates"":[]}"
736_0,0.6658000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
737_0,0.5846,"{""type"":""MultiPoint"",""coordinates"":[]}"
738_0,0.1317,"{""type"":""MultiPoint"",""coordinates"":[]}"
739_0,0.34900000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
740_0,0.5225000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
741_0,0.2812,"{""type"":""MultiPoint"",""coordinates"":[]}"
742_0,0.2801,"{""type"":""MultiPoint"",""coordinates"":[]}"
743_0,0.41750000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
744_0,0.2762,"{""type"":""MultiPoint"",""coordinates"":[]}"
745_0,0.4459,"{""type"":""MultiPoint"",""coordinates"":[]}"
746_0,0.337,"{""type"":""MultiPoint"",""coordinates"":[]}"
747_0,0.15960000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
748_0,0.7807000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
749_0,0.2903,"{""type"":""MultiPoint"",""coordinates"":[]}"
750_0,0.4262,"{""type"":""MultiPoint"",""coordinates"":[]}"
751_0,0.6007,"{""type"":""MultiPoint"",""coordinates"":[]}"
752_0,0.6408,"{""type"":""MultiPoint"",""coordinates"":[]}"
753_0,0.37820000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
754_0,0.22310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
755_0,0.40180000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
756_0,0.4218,"{""type"":""MultiPoint"",""coordinates"":[]}"
758_0,0.6023000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
759_0,0.44260000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
760_0,0.34290000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
761_0,0.5018,"{""type"":""MultiPoint"",""coordinates"":[]}"
762_0,0.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
763_0,0.2038,"{""type"":""MultiPoint"",""coordinates"":[]}"
765_0,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
766_0,0.38180000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
767_0,0.4041,"{""type"":""MultiPoint"",""coordinates"":[]}"
768_0,0.3516,"{""type"":""MultiPoint"",""coordinates"":[]}"
