system:index,vap,.geo
362_0,1710.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_0,1641.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0,1411.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_0,1687.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_0,1851.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_0,1403.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0,1570.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0,1630.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_0,1445.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_0,1668.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_0,1525.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0,1918.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,1672.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0,1493.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0,1456.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,1635.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,1567.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,1655.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,1437.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,1173.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,2003.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,1594.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,1419.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,1556.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,1405.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,1591.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,1627.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,1710.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,2002.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,1346.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,1199.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,1530.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,1492.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,1374.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,1657.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,1484.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,1268.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,1545.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,1626.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,2066.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,1764.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,1477.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,1649.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,1643.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,1667.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,1332.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,1663.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,1506.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,1702.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,1605.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,1359.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,1300.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,1623.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,1405.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,1276.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,1213.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,1806.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,1827.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,1403.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,1602.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,1670.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,1280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,1639.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,1582.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,1473.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,1149.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,1383.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,1644.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,1593.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,1405.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,1450.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,1494.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,1593.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,1623.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,1620.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,1587.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,1951.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,1534.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,1602.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,1370.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,1543.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,1488.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,1657.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,1653.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,1524.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,1773.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,1523.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,1214.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,1431.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,1524.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,1644.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,1385.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,1601.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,1907.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,1637.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,1585.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,1434.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,1235.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,1488.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,1410.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,1262.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,1588.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,1520.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,1715.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0,2052.3333333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,1604.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,1901.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,1730.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,1572.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,1504.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0,1436.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,1684.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,1448.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,1498.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,1564.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0,1582.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0,1264.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0,1954.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,1576.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,1591.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0,1553.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0,1587.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,1654.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,1489.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,1993.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0,1592.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,1664.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,1639.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0,1452.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0,1607.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,1585.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0,1698.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,1686.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0,1589.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,1343.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0,1632.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,1620.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,1976.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,1631.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0,1528.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,1422.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,1680.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0,1366.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0,1846.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0,1817.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,1709.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,1499.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,1864.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,1465.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,1452.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0,2030.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
515_0,1618.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0,1592.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0,1559.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0,1641.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0,1692.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_0,1533.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0,1720.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_0,1611.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_0,1707.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0,1673.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_0,1622.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0,1419.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_0,1330.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0,1655.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_0,1449.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_0,1679.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_0,1753.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0,1576.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0,1610.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0,1818.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0,1525.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_0,1514.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_0,1535.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_0,1512.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
539_0,1578.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
540_0,1437.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
541_0,1272.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
542_0,2107.6666666666665,"{""type"":""MultiPoint"",""coordinates"":[]}"
543_0,1583.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
544_0,1640.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
545_0,1185.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
546_0,1589.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
547_0,1733.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
548_0,1608.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
549_0,1426.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
550_0,1878.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
551_0,1721.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
552_0,1392.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
553_0,1850.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
554_0,1157.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
555_0,1487.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
556_0,1537.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,1463.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
558_0,1606.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
559_0,1471.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
560_0,1266.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
561_0,1647.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,1308.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
563_0,1554.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
565_0,1619.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,1441.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
567_0,1677.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
568_0,1475.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,1604.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
570_0,1344.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
571_0,1055.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,1390.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
573_0,1197.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
574_0,1613.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
575_0,1340.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
576_0,1378.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
577_0,1669.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
578_0,1927.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
579_0,1614.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
580_0,1205.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
581_0,1600.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
582_0,1541.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
583_0,1374.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
584_0,1365.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
585_0,1737.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
586_0,1194.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
587_0,1893.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
588_0,1601.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
589_0,1580.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
590_0,1530.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
591_0,1526.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
592_0,1462.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
593_0,1707.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
594_0,1754.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
595_0,1443.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
596_0,1487.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
597_0,1515.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
598_0,1720.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
599_0,1575.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
600_0,1806.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
601_0,1663.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
602_0,1093.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
603_0,1554.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
604_0,1675.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
605_0,1555.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
606_0,1705.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
607_0,1665.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
608_0,1593.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
609_0,1239.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
610_0,1629.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
611_0,1633.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
612_0,1578.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
613_0,1562.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
614_0,1519.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
615_0,1639.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
616_0,1614.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
617_0,1683.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
618_0,1780.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
619_0,1548.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
620_0,1504.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
621_0,1588.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
622_0,1370.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
623_0,1660.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
624_0,1681.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
625_0,2101.3333333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
626_0,1684.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
627_0,1834.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
628_0,1624.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
629_0,1691.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
630_0,1537.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
631_0,1807.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
632_0,1580.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
633_0,1215.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
634_0,1973.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
635_0,1572.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
636_0,1594.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
637_0,1520.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
638_0,1454.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
639_0,1632.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
640_0,1489.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
641_0,1319.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
642_0,1280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
643_0,1669.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
644_0,1649.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
645_0,1719.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
646_0,1679.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
647_0,1642.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
648_0,1576.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
649_0,1658.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
650_0,1476.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
651_0,1856.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
652_0,1390.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
653_0,1218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
654_0,1462.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
655_0,1564.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
656_0,1491.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
657_0,1531.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
658_0,1497.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
659_0,1657.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
660_0,1619.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
661_0,1956.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
662_0,1525.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
663_0,1690.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
664_0,1917.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
665_0,1546.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
666_0,1523.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
667_0,1568.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
668_0,1195.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
669_0,1425.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
670_0,1563.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
671_0,1238.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
672_0,1870.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
673_0,1498.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
674_0,1664.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
675_0,1450.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
676_0,1659.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
677_0,1458.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
678_0,2031.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
679_0,1716.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
680_0,1909.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
681_0,1656.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
682_0,1451.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
683_0,1522.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
684_0,1526.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
685_0,1440.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
686_0,1611.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
687_0,1668.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
688_0,1640.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
689_0,1411.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
690_0,1675.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
691_0,1617.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
692_0,1636.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
693_0,1267.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
694_0,1618.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
695_0,1559.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
696_0,1423.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
697_0,1576.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
698_0,1138.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
699_0,1633.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
700_0,1845.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
701_0,1656.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
702_0,1609.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
703_0,1757.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
704_0,1691.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
705_0,1537.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
706_0,1646.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
707_0,1811.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
708_0,2040.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
709_0,1702.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
710_0,1521.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
711_0,1526.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
712_0,1320.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
713_0,1384.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
714_0,1496.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
715_0,1452.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
716_0,1356.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
717_0,1309.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
718_0,1587.3333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
719_0,1329.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
720_0,1647.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
721_0,1632.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
722_0,1508.6666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
