system:index,rsei,.geo
378_0,0.72572577,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,0.2975289,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,0.5335885,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,0.62093276,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,0.7684818,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,0.38026902,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,0.3907434,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,0.49033397,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,0.44843733,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,0.6726719,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,0.5117533,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,0.45329878,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,0.5712952,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,0.34730202,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,0.8219291,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,0.8114998,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,0.49199873,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,0.75223154,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,0.7307151,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,0.4468366,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,0.41933328,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,0.7264963,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,0.29031953,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,0.3259208,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,0.4985626,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,0.48710644,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,0.32584253,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,0.49808487,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,0.40675443,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,0.644102,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,0.50916624,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,0.47307727,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,0.5555907,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,0.5912902,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,0.6872789,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,0.7221993,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,0.48185,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,0.4453732,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,0.8371137,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,0.7782076,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,0.6197398,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,0.36570567,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,0.5171792,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,0.76073635,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,0.37543666,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,0.3308577,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,0.7694014,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,0.61221284,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,0.6852386,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,0.753775,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,0.80014795,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,0.7260611,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,0.32799047,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,0.6094878,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,0.7681782,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,0.47084805,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,0.45619428,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,0.4488891,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,0.50686926,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,0.5581848,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,0.6870798,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,0.24722745,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,0.4326851,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,0.6598685,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,0.5225169,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,0.5155853,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,0.74536663,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,0.44312412,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,0.52440155,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,0.5171053,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,0.48234534,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,0.527981,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,0.74628556,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,0.45323855,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,0.6580065,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,0.53518873,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,0.72989815,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,0.6508549,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,0.5112739,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,0.6757838,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,0.548183,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,0.61895764,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,0.81063694,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,0.7177395,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,0.82762694,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,0.81042224,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,0.31695023,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,0.744592,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,0.49039418,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,0.52491593,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,0.4424965,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,0.36795542,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,0.33196434,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,0.38084674,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0,0.76098746,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,0.51696867,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,0.5753981,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,0.3841438,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,0.3957891,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0,0.5439209,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0,0.7557079,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0,0.3785047,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,0.37282792,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,0.42164144,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0,0.5066893,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0,0.5538793,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,0.6167121,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,0.4297057,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,0.538227,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0,0.2541053,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,0.49516696,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,0.1985339,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0,0.7370946,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0,0.439788,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,0.5071478,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0,0.48667195,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,0.35959205,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0,0.48781312,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,0.7406306,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0,0.42579046,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,0.5526068,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,0.37004247,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,0.25427482,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0,0.6711583,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,0.66993785,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,0.43566355,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0,0.6724192,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0,0.5936571,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0,0.3077155,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,0.25006947,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,0.47093675,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,0.2953631,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,0.4128488,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,0.7310976,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0,0.470485,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0,0.3094588,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0,0.63395154,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0,0.4034352,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0,0.5062605,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_0,0.72926545,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0,0.46078846,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_0,0.59170145,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_0,0.53051394,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0,0.42469087,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_0,0.16413367,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0,0.5052141,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_0,0.61228925,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0,0.574294,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_0,0.7303136,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_0,0.5143593,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_0,0.43982577,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0,0.54536664,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0,0.68908113,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0,0.28474694,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0,0.5366532,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_0,0.628268,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_0,0.7172163,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_0,0.4741031,"{""type"":""MultiPoint"",""coordinates"":[]}"
539_0,0.49168044,"{""type"":""MultiPoint"",""coordinates"":[]}"
540_0,0.76125747,"{""type"":""MultiPoint"",""coordinates"":[]}"
541_0,0.77402794,"{""type"":""MultiPoint"",""coordinates"":[]}"
542_0,0.33896515,"{""type"":""MultiPoint"",""coordinates"":[]}"
543_0,0.5267259,"{""type"":""MultiPoint"",""coordinates"":[]}"
544_0,0.52688396,"{""type"":""MultiPoint"",""coordinates"":[]}"
545_0,0.86753744,"{""type"":""MultiPoint"",""coordinates"":[]}"
546_0,0.5164367,"{""type"":""MultiPoint"",""coordinates"":[]}"
547_0,0.3149998,"{""type"":""MultiPoint"",""coordinates"":[]}"
548_0,0.4165678,"{""type"":""MultiPoint"",""coordinates"":[]}"
549_0,0.6431208,"{""type"":""MultiPoint"",""coordinates"":[]}"
550_0,0.42960855,"{""type"":""MultiPoint"",""coordinates"":[]}"
551_0,0.46149036,"{""type"":""MultiPoint"",""coordinates"":[]}"
552_0,0.61879355,"{""type"":""MultiPoint"",""coordinates"":[]}"
553_0,0.5610879,"{""type"":""MultiPoint"",""coordinates"":[]}"
554_0,0.85232866,"{""type"":""MultiPoint"",""coordinates"":[]}"
555_0,0.67994636,"{""type"":""MultiPoint"",""coordinates"":[]}"
556_0,0.47927353,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,0.714333,"{""type"":""MultiPoint"",""coordinates"":[]}"
558_0,0.5631922,"{""type"":""MultiPoint"",""coordinates"":[]}"
559_0,0.6950438,"{""type"":""MultiPoint"",""coordinates"":[]}"
560_0,0.8147375,"{""type"":""MultiPoint"",""coordinates"":[]}"
561_0,0.3531378,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,0.64925545,"{""type"":""MultiPoint"",""coordinates"":[]}"
563_0,0.38987395,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,0.48823586,"{""type"":""MultiPoint"",""coordinates"":[]}"
565_0,0.28626713,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,0.6834338,"{""type"":""MultiPoint"",""coordinates"":[]}"
567_0,0.6524352,"{""type"":""MultiPoint"",""coordinates"":[]}"
568_0,0.35950032,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,0.6733184,"{""type"":""MultiPoint"",""coordinates"":[]}"
570_0,0.71598357,"{""type"":""MultiPoint"",""coordinates"":[]}"
571_0,0.8536381,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,0.746513,"{""type"":""MultiPoint"",""coordinates"":[]}"
573_0,0.80507827,"{""type"":""MultiPoint"",""coordinates"":[]}"
574_0,0.68843377,"{""type"":""MultiPoint"",""coordinates"":[]}"
575_0,0.7381198,"{""type"":""MultiPoint"",""coordinates"":[]}"
576_0,0.70614207,"{""type"":""MultiPoint"",""coordinates"":[]}"
577_0,0.25637344,"{""type"":""MultiPoint"",""coordinates"":[]}"
578_0,0.4520212,"{""type"":""MultiPoint"",""coordinates"":[]}"
579_0,0.3472015,"{""type"":""MultiPoint"",""coordinates"":[]}"
580_0,0.885354,"{""type"":""MultiPoint"",""coordinates"":[]}"
581_0,0.58012116,"{""type"":""MultiPoint"",""coordinates"":[]}"
582_0,0.65719736,"{""type"":""MultiPoint"",""coordinates"":[]}"
583_0,0.715162,"{""type"":""MultiPoint"",""coordinates"":[]}"
584_0,0.555667,"{""type"":""MultiPoint"",""coordinates"":[]}"
585_0,0.25554648,"{""type"":""MultiPoint"",""coordinates"":[]}"
586_0,0.78151137,"{""type"":""MultiPoint"",""coordinates"":[]}"
587_0,0.47461298,"{""type"":""MultiPoint"",""coordinates"":[]}"
588_0,0.4807755,"{""type"":""MultiPoint"",""coordinates"":[]}"
589_0,0.6340811,"{""type"":""MultiPoint"",""coordinates"":[]}"
590_0,0.7112267,"{""type"":""MultiPoint"",""coordinates"":[]}"
591_0,0.34422678,"{""type"":""MultiPoint"",""coordinates"":[]}"
592_0,0.5889608,"{""type"":""MultiPoint"",""coordinates"":[]}"
593_0,0.2776824,"{""type"":""MultiPoint"",""coordinates"":[]}"
594_0,0.45630673,"{""type"":""MultiPoint"",""coordinates"":[]}"
595_0,0.74901474,"{""type"":""MultiPoint"",""coordinates"":[]}"
596_0,0.5682137,"{""type"":""MultiPoint"",""coordinates"":[]}"
597_0,0.4691589,"{""type"":""MultiPoint"",""coordinates"":[]}"
598_0,0.49195966,"{""type"":""MultiPoint"",""coordinates"":[]}"
599_0,0.5924173,"{""type"":""MultiPoint"",""coordinates"":[]}"
600_0,0.31971556,"{""type"":""MultiPoint"",""coordinates"":[]}"
601_0,0.59088945,"{""type"":""MultiPoint"",""coordinates"":[]}"
602_0,0.8010684,"{""type"":""MultiPoint"",""coordinates"":[]}"
603_0,0.69427997,"{""type"":""MultiPoint"",""coordinates"":[]}"
604_0,0.47718304,"{""type"":""MultiPoint"",""coordinates"":[]}"
605_0,0.3540164,"{""type"":""MultiPoint"",""coordinates"":[]}"
606_0,0.42903224,"{""type"":""MultiPoint"",""coordinates"":[]}"
607_0,0.46387354,"{""type"":""MultiPoint"",""coordinates"":[]}"
608_0,0.32920837,"{""type"":""MultiPoint"",""coordinates"":[]}"
609_0,0.80975026,"{""type"":""MultiPoint"",""coordinates"":[]}"
610_0,0.26260677,"{""type"":""MultiPoint"",""coordinates"":[]}"
611_0,0.61715925,"{""type"":""MultiPoint"",""coordinates"":[]}"
612_0,0.69723624,"{""type"":""MultiPoint"",""coordinates"":[]}"
613_0,0.7105438,"{""type"":""MultiPoint"",""coordinates"":[]}"
614_0,0.66660976,"{""type"":""MultiPoint"",""coordinates"":[]}"
615_0,0.39736974,"{""type"":""MultiPoint"",""coordinates"":[]}"
616_0,0.26207018,"{""type"":""MultiPoint"",""coordinates"":[]}"
617_0,0.2180866,"{""type"":""MultiPoint"",""coordinates"":[]}"
618_0,0.48841763,"{""type"":""MultiPoint"",""coordinates"":[]}"
619_0,0.70110357,"{""type"":""MultiPoint"",""coordinates"":[]}"
620_0,0.45781654,"{""type"":""MultiPoint"",""coordinates"":[]}"
621_0,0.45375437,"{""type"":""MultiPoint"",""coordinates"":[]}"
622_0,0.39777353,"{""type"":""MultiPoint"",""coordinates"":[]}"
623_0,0.5521377,"{""type"":""MultiPoint"",""coordinates"":[]}"
624_0,0.44926253,"{""type"":""MultiPoint"",""coordinates"":[]}"
625_0,0.18938547,"{""type"":""MultiPoint"",""coordinates"":[]}"
626_0,0.59262097,"{""type"":""MultiPoint"",""coordinates"":[]}"
627_0,0.46668696,"{""type"":""MultiPoint"",""coordinates"":[]}"
628_0,0.24047562,"{""type"":""MultiPoint"",""coordinates"":[]}"
629_0,0.57114285,"{""type"":""MultiPoint"",""coordinates"":[]}"
630_0,0.49410406,"{""type"":""MultiPoint"",""coordinates"":[]}"
631_0,0.38924998,"{""type"":""MultiPoint"",""coordinates"":[]}"
632_0,0.40187553,"{""type"":""MultiPoint"",""coordinates"":[]}"
633_0,0.7359305,"{""type"":""MultiPoint"",""coordinates"":[]}"
634_0,0.5272116,"{""type"":""MultiPoint"",""coordinates"":[]}"
635_0,0.709853,"{""type"":""MultiPoint"",""coordinates"":[]}"
636_0,0.29463097,"{""type"":""MultiPoint"",""coordinates"":[]}"
637_0,0.377569,"{""type"":""MultiPoint"",""coordinates"":[]}"
638_0,0.5862855,"{""type"":""MultiPoint"",""coordinates"":[]}"
639_0,0.3506305,"{""type"":""MultiPoint"",""coordinates"":[]}"
640_0,0.6589718,"{""type"":""MultiPoint"",""coordinates"":[]}"
641_0,0.7104611,"{""type"":""MultiPoint"",""coordinates"":[]}"
642_0,0.7432402,"{""type"":""MultiPoint"",""coordinates"":[]}"
644_0,0.55073524,"{""type"":""MultiPoint"",""coordinates"":[]}"
645_0,0.541424,"{""type"":""MultiPoint"",""coordinates"":[]}"
646_0,0.5562424,"{""type"":""MultiPoint"",""coordinates"":[]}"
647_0,0.59410244,"{""type"":""MultiPoint"",""coordinates"":[]}"
648_0,0.2100253,"{""type"":""MultiPoint"",""coordinates"":[]}"
649_0,0.5997131,"{""type"":""MultiPoint"",""coordinates"":[]}"
650_0,0.6901328,"{""type"":""MultiPoint"",""coordinates"":[]}"
651_0,0.5883222,"{""type"":""MultiPoint"",""coordinates"":[]}"
652_0,0.7728859,"{""type"":""MultiPoint"",""coordinates"":[]}"
653_0,0.78747904,"{""type"":""MultiPoint"",""coordinates"":[]}"
654_0,0.80314994,"{""type"":""MultiPoint"",""coordinates"":[]}"
655_0,0.4022517,"{""type"":""MultiPoint"",""coordinates"":[]}"
656_0,0.7263136,"{""type"":""MultiPoint"",""coordinates"":[]}"
657_0,0.45611855,"{""type"":""MultiPoint"",""coordinates"":[]}"
658_0,0.6924247,"{""type"":""MultiPoint"",""coordinates"":[]}"
659_0,0.4908916,"{""type"":""MultiPoint"",""coordinates"":[]}"
660_0,0.62940407,"{""type"":""MultiPoint"",""coordinates"":[]}"
661_0,0.42156452,"{""type"":""MultiPoint"",""coordinates"":[]}"
662_0,0.41285422,"{""type"":""MultiPoint"",""coordinates"":[]}"
663_0,0.54617935,"{""type"":""MultiPoint"",""coordinates"":[]}"
664_0,0.4461717,"{""type"":""MultiPoint"",""coordinates"":[]}"
665_0,0.5168933,"{""type"":""MultiPoint"",""coordinates"":[]}"
666_0,0.5058136,"{""type"":""MultiPoint"",""coordinates"":[]}"
667_0,0.70709205,"{""type"":""MultiPoint"",""coordinates"":[]}"
668_0,0.7448511,"{""type"":""MultiPoint"",""coordinates"":[]}"
669_0,0.79945475,"{""type"":""MultiPoint"",""coordinates"":[]}"
670_0,0.5879675,"{""type"":""MultiPoint"",""coordinates"":[]}"
671_0,0.85239947,"{""type"":""MultiPoint"",""coordinates"":[]}"
672_0,0.42218748,"{""type"":""MultiPoint"",""coordinates"":[]}"
673_0,0.6535432,"{""type"":""MultiPoint"",""coordinates"":[]}"
674_0,0.5983078,"{""type"":""MultiPoint"",""coordinates"":[]}"
675_0,0.7261051,"{""type"":""MultiPoint"",""coordinates"":[]}"
676_0,0.5288436,"{""type"":""MultiPoint"",""coordinates"":[]}"
677_0,0.4738162,"{""type"":""MultiPoint"",""coordinates"":[]}"
678_0,0.26354718,"{""type"":""MultiPoint"",""coordinates"":[]}"
679_0,0.45523494,"{""type"":""MultiPoint"",""coordinates"":[]}"
680_0,0.18748817,"{""type"":""MultiPoint"",""coordinates"":[]}"
681_0,0.5337609,"{""type"":""MultiPoint"",""coordinates"":[]}"
682_0,0.75497293,"{""type"":""MultiPoint"",""coordinates"":[]}"
683_0,0.40950483,"{""type"":""MultiPoint"",""coordinates"":[]}"
684_0,0.7351329,"{""type"":""MultiPoint"",""coordinates"":[]}"
685_0,0.52565724,"{""type"":""MultiPoint"",""coordinates"":[]}"
686_0,0.6437075,"{""type"":""MultiPoint"",""coordinates"":[]}"
687_0,0.48159462,"{""type"":""MultiPoint"",""coordinates"":[]}"
688_0,0.22685856,"{""type"":""MultiPoint"",""coordinates"":[]}"
689_0,0.72818,"{""type"":""MultiPoint"",""coordinates"":[]}"
690_0,0.49756795,"{""type"":""MultiPoint"",""coordinates"":[]}"
691_0,0.31849882,"{""type"":""MultiPoint"",""coordinates"":[]}"
692_0,0.5691792,"{""type"":""MultiPoint"",""coordinates"":[]}"
693_0,0.67868567,"{""type"":""MultiPoint"",""coordinates"":[]}"
694_0,0.2053036,"{""type"":""MultiPoint"",""coordinates"":[]}"
695_0,0.22535141,"{""type"":""MultiPoint"",""coordinates"":[]}"
696_0,0.50165695,"{""type"":""MultiPoint"",""coordinates"":[]}"
697_0,0.27910995,"{""type"":""MultiPoint"",""coordinates"":[]}"
698_0,0.80190647,"{""type"":""MultiPoint"",""coordinates"":[]}"
699_0,0.5014869,"{""type"":""MultiPoint"",""coordinates"":[]}"
700_0,0.47738695,"{""type"":""MultiPoint"",""coordinates"":[]}"
701_0,0.31291392,"{""type"":""MultiPoint"",""coordinates"":[]}"
702_0,0.53650117,"{""type"":""MultiPoint"",""coordinates"":[]}"
703_0,0.4730196,"{""type"":""MultiPoint"",""coordinates"":[]}"
704_0,0.34169605,"{""type"":""MultiPoint"",""coordinates"":[]}"
705_0,0.46776477,"{""type"":""MultiPoint"",""coordinates"":[]}"
706_0,0.64012206,"{""type"":""MultiPoint"",""coordinates"":[]}"
707_0,0.297469,"{""type"":""MultiPoint"",""coordinates"":[]}"
708_0,0.36629868,"{""type"":""MultiPoint"",""coordinates"":[]}"
709_0,0.0978375,"{""type"":""MultiPoint"",""coordinates"":[]}"
710_0,0.5100491,"{""type"":""MultiPoint"",""coordinates"":[]}"
711_0,0.48118377,"{""type"":""MultiPoint"",""coordinates"":[]}"
712_0,0.77035683,"{""type"":""MultiPoint"",""coordinates"":[]}"
713_0,0.62870914,"{""type"":""MultiPoint"",""coordinates"":[]}"
714_0,0.4744085,"{""type"":""MultiPoint"",""coordinates"":[]}"
715_0,0.5672558,"{""type"":""MultiPoint"",""coordinates"":[]}"
716_0,0.714198,"{""type"":""MultiPoint"",""coordinates"":[]}"
717_0,0.789601,"{""type"":""MultiPoint"",""coordinates"":[]}"
718_0,0.7041144,"{""type"":""MultiPoint"",""coordinates"":[]}"
719_0,0.7483901,"{""type"":""MultiPoint"",""coordinates"":[]}"
720_0,0.5570056,"{""type"":""MultiPoint"",""coordinates"":[]}"
721_0,0.5147337,"{""type"":""MultiPoint"",""coordinates"":[]}"
722_0,0.52145696,"{""type"":""MultiPoint"",""coordinates"":[]}"
723_0,0.7019395,"{""type"":""MultiPoint"",""coordinates"":[]}"
724_0,0.5074606,"{""type"":""MultiPoint"",""coordinates"":[]}"
725_0,0.29463562,"{""type"":""MultiPoint"",""coordinates"":[]}"
726_0,0.77818066,"{""type"":""MultiPoint"",""coordinates"":[]}"
727_0,0.36902168,"{""type"":""MultiPoint"",""coordinates"":[]}"
728_0,0.42059115,"{""type"":""MultiPoint"",""coordinates"":[]}"
729_0,0.40008032,"{""type"":""MultiPoint"",""coordinates"":[]}"
730_0,0.5710839,"{""type"":""MultiPoint"",""coordinates"":[]}"
731_0,0.7081338,"{""type"":""MultiPoint"",""coordinates"":[]}"
732_0,0.7408576,"{""type"":""MultiPoint"",""coordinates"":[]}"
733_0,0.5525477,"{""type"":""MultiPoint"",""coordinates"":[]}"
734_0,0.7943053,"{""type"":""MultiPoint"",""coordinates"":[]}"
735_0,0.52934,"{""type"":""MultiPoint"",""coordinates"":[]}"
736_0,0.6204161,"{""type"":""MultiPoint"",""coordinates"":[]}"
737_0,0.71207994,"{""type"":""MultiPoint"",""coordinates"":[]}"
738_0,0.24033567,"{""type"":""MultiPoint"",""coordinates"":[]}"
739_0,0.48424116,"{""type"":""MultiPoint"",""coordinates"":[]}"
740_0,0.8285044,"{""type"":""MultiPoint"",""coordinates"":[]}"
741_0,0.44110024,"{""type"":""MultiPoint"",""coordinates"":[]}"
742_0,0.5652808,"{""type"":""MultiPoint"",""coordinates"":[]}"
743_0,0.86586267,"{""type"":""MultiPoint"",""coordinates"":[]}"
744_0,0.43210304,"{""type"":""MultiPoint"",""coordinates"":[]}"
745_0,0.5655184,"{""type"":""MultiPoint"",""coordinates"":[]}"
746_0,0.3558772,"{""type"":""MultiPoint"",""coordinates"":[]}"
747_0,0.13520958,"{""type"":""MultiPoint"",""coordinates"":[]}"
748_0,0.6923051,"{""type"":""MultiPoint"",""coordinates"":[]}"
749_0,0.35395128,"{""type"":""MultiPoint"",""coordinates"":[]}"
750_0,0.44198513,"{""type"":""MultiPoint"",""coordinates"":[]}"
751_0,0.7743618,"{""type"":""MultiPoint"",""coordinates"":[]}"
752_0,0.63205945,"{""type"":""MultiPoint"",""coordinates"":[]}"
753_0,0.50978327,"{""type"":""MultiPoint"",""coordinates"":[]}"
754_0,0.3400113,"{""type"":""MultiPoint"",""coordinates"":[]}"
755_0,0.47995335,"{""type"":""MultiPoint"",""coordinates"":[]}"
756_0,0.7572097,"{""type"":""MultiPoint"",""coordinates"":[]}"
757_0,0.33552718,"{""type"":""MultiPoint"",""coordinates"":[]}"
758_0,0.6868128,"{""type"":""MultiPoint"",""coordinates"":[]}"
759_0,0.81099874,"{""type"":""MultiPoint"",""coordinates"":[]}"
